Tahun.Akademik,Tanggal.Daftar,Program.Studi,Jumlah.Mhs,Jumlah.Grade.A,Jumlah.Grade.B,Jumlah.Grade.C,Jumlah.Grade.D,Kode.Sekolah,Nama.Sekolah,Nama.Kota,,,,,,
2017/2018,12-08-2017,SISTEM INFORMASI (S-1),1,1,0,0,0,10210977,SMKN 6 MEDAN,MEDAN,,,,,,
2017/2018,12-08-2017,SISTEM INFORMASI (S-1),1,0,0,1,0,10210848,SMA S SUTOMO 1,MEDAN,,,,,,
2017/2018,12-08-2017,SISTEM INFORMASI (S-1),1,0,0,1,0,10210858,SMAN 5 MEDAN,MEDAN,,,,,,
2017/2018,13-05-2017,AKUNTANSI (S-1),1,1,0,0,0,10210702,SMA S BUDDHIS BODHICITTA,MEDAN,,,,,,
2017/2018,13-05-2017,MANAJEMEN (S-1),1,1,0,0,0,10000001,SMA F. TANDEAN,TEBING TINGGI,,,,,,
2017/2018,13-05-2017,SISTEM INFORMASI (S-1),1,1,0,0,0,10211291,SMA AHMAD YANI,BINJAI,,,,,,
2017/2018,13-05-2017,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10000008,SMA METHODIST 2 TG. BALAI,TANJUNG BALAI,,,,,,
2017/2018,13-05-2017,AKUNTANSI (S-1),1,1,0,0,0,10214127,SMA METHODIST LUBUK PAKAM,DELI SERDANG,,,,,,
2017/2018,13-05-2017,TEKNIK INFORMATIKA (S-1),2,2,0,0,0,60403540,SMA NASIONAL PLUS CINTA BUDAYA,MEDAN,,,,,,
2017/2018,13-06-2017,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10100120,SMK S HARAPAN MANDIRI,MEDAN,,,,,,
2017/2018,13-06-2017,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10100117,SMK S PEMDA RANTAU PARAPAT,LABUHAN BATU,,,,,,
2017/2018,13-06-2017,MANAJEMEN (S-1),1,0,0,0,1,10204080,SMK DIPONEGORO KISARAN,ASAHAN,,,,,,
2017/2018,13-06-2017,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10210831,SMA S WIYATA DHARMA,MEDAN,,,,,,
2017/2018,13-06-2017,SISTEM INFORMASI (S-1),1,0,1,0,0,10210848,SMA S SUTOMO 1,MEDAN,,,,,,
2017/2018,13-06-2017,AKUNTANSI (S-1),1,1,0,0,0,10210848,SMA S SUTOMO 1,MEDAN,,,,,,
2017/2018,13-07-2017,SISTEM INFORMASI (S-1),1,1,0,0,0,10210766,SMKN 9 MEDAN,MEDAN,,,,,,
2017/2018,13-07-2017,SISTEM INFORMASI (S-1),1,1,0,0,0,10210759,SMA S LAKSAMANA MARTADINATA,MEDAN,,,,,,
2017/2018,13-07-2017,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10210836,SMA S SUTOMO 2,MEDAN,,,,,,
2017/2018,13-07-2017,SISTEM INFORMASI (S-1),1,0,1,0,0,10205364,SMAN 1 BILAH HILIR,LABUHAN BATU,,,,,,
2017/2018,13-07-2017,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10212116,SMAN 1 SIBOLGA,SIBOLGA,,,,,,
2017/2018,14-06-2017,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10212760,SMKS PEMBDA NIAS,KOTA GUNUNGSITOLI,,,,,,
2017/2018,14-06-2017,MANAJEMEN (S-1),1,0,0,1,0,10200439,SMAN 2 LUBUK PAKAM,DELI SERDANG,,,,,,
2017/2018,14-06-2017,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10000004,SMA TUNAS BARU BABALAN,LANGKAT,,,,,,
2017/2018,14-06-2017,SISTEM INFORMASI (S-1),1,1,0,0,0,10210859,SMAN 6 MEDAN,MEDAN,,,,,,
2017/2018,14-06-2017,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10000115,SMK S YPK MEDAN,MEDAN,,,,,,
2017/2018,14-06-2017,SISTEM INFORMASI (S-1),1,0,0,0,1,10210903,SMA S METHODIST 2,MEDAN,,,,,,
2017/2018,14-07-2017,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10210705,SMA S DR.WAHIDIN S.HUSODO,MEDAN,,,,,,
2017/2018,14-07-2017,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10000015,SMK TELKOM SANDHY PUTRA MEDAN,MEDAN,,,,,,
2017/2018,14-07-2017,AKUNTANSI (S-1),1,0,0,1,0,10000047,SMA S METHODIST 3,MEDAN,,,,,,
2017/2018,14-07-2017,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10214136,SMAN 1 PERCUT SEI TUAN,DELI SERDANG,,,,,,
2017/2018,14-07-2017,AKUNTANSI (S-1),1,1,0,0,0,10220755,SMA NEGERI 1 BRANDAN BARAT,LANGKAT,,,,,,
2017/2018,14-07-2017,SISTEM INFORMASI (S-1),1,0,0,0,1,10220863,SMKN 1 RANTAU UTARA (SMEA),LABUHAN BATU,,,,,,
2017/2018,14-07-2017,MANAJEMEN (S-1),1,1,0,0,0,60403529,SMAN 1 PADANG TUALANG,LANGKAT,,,,,,
2017/2018,14-08-2017,MANAJEMEN (S-1),1,1,0,0,0,10220931,SMA BUDI MURNI 3,MEDAN,,,,,,
2017/2018,14-08-2017,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10219922,SMAN 1 DELI TUA,DELI SERDANG,,,,,,
2017/2018,14-08-2017,SISTEM INFORMASI (S-1),1,0,0,1,0,10211316,SMA METHODIST BINJAI,BINJAI,,,,,,
2017/2018,14-08-2017,MANAJEMEN (S-1),1,0,0,0,1,10208463,SMAN 1 BALIGE,TOBA SAMOSIR,,,,,,
2017/2018,14-08-2017,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10210714,SMA S HANG KESTURI,MEDAN,,,,,,
2017/2018,14-08-2017,AKUNTANSI (S-1),1,1,0,0,0,10210824,SMA S TELADAN MEDAN,MEDAN,,,,,,
2017/2018,14-08-2017,SISTEM INFORMASI (S-1),1,1,0,0,0,10210848,SMA S SUTOMO 1,MEDAN,,,,,,
2017/2018,15-05-2017,AKUNTANSI (S-1),1,1,0,0,0,10210705,SMA S DR.WAHIDIN S.HUSODO,MEDAN,,,,,,
2017/2018,15-05-2017,AKUNTANSI (S-1),1,1,0,0,0,10210702,SMA S BUDDHIS BODHICITTA,MEDAN,,,,,,
2017/2018,15-05-2017,SISTEM INFORMASI (S-1),1,1,0,0,0,10220213,SMA DHARMA BAKTI L. PAKAM,DELI SERDANG,,,,,,
2017/2018,15-05-2017,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10210848,SMA S SUTOMO 1,MEDAN,,,,,,
2017/2018,15-05-2017,MANAJEMEN (S-1),1,0,0,0,1,10214127,SMA METHODIST LUBUK PAKAM,DELI SERDANG,,,,,,
2017/2018,15-06-2017,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10258023,SMA KATOLIK TRISAKTI,MEDAN,,,,,,
2017/2018,15-06-2017,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10211404,SMK TUNAS PELITA (STM),BINJAI,,,,,,
2017/2018,15-06-2017,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10211534,SMA IR.H.DJUANDA,TEBING TINGGI,,,,,,
2017/2018,15-06-2017,AKUNTANSI (S-1),1,1,0,0,0,10209413,SMA METHODIST PERBAUNGAN,SERDANG BEDAGAI,,,,,,
2017/2018,15-06-2017,SISTEM INFORMASI (S-1),1,0,0,1,0,10210714,SMA S HANG KESTURI,MEDAN,,,,,,
2017/2018,15-06-2017,MANAJEMEN (S-1),1,1,0,0,0,10210927,SMA S PARULIAN 2,MEDAN,,,,,,
2017/2018,15-06-2017,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10206118,SMKN 2 SIATAS BARITA,TAPANULI UTARA,,,,,,
2017/2018,15-06-2017,AKUNTANSI (S-1),1,1,0,0,0,10204067,SMAN 3 KISARAN,ASAHAN,,,,,,
2017/2018,15-07-2017,SISTEM INFORMASI (S-1),1,1,0,0,0,10205393,SMAN 1 KUALUH HULU,LABUHAN BATU,,,,,,
2017/2018,15-07-2017,AKUNTANSI (S-1),1,1,0,0,0,10000004,SMA TUNAS BARU BABALAN,LANGKAT,,,,,,
2017/2018,15-07-2017,AKUNTANSI (S-1),1,1,0,0,0,10211534,SMA IR.H.DJUANDA,TEBING TINGGI,,,,,,
2017/2018,15-07-2017,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10211384,SMKN I BINJAI,BINJAI,,,,,,
2017/2018,15-08-2017,SISTEM INFORMASI (S-1),1,1,0,0,0,10211704,SMAN 2 PEMATANG SIANTAR,PEMATANG SIANTAR,,,,,,
2017/2018,15-08-2017,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10000015,SMK TELKOM SANDHY PUTRA MEDAN,MEDAN,,,,,,
2017/2018,15-08-2017,MANAJEMEN (S-1),1,0,0,1,0,10000015,SMK TELKOM SANDHY PUTRA MEDAN,MEDAN,,,,,,
2017/2018,15-08-2017,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10000047,SMA S METHODIST 3,MEDAN,,,,,,
2017/2018,15-08-2017,SISTEM INFORMASI (S-1),1,1,0,0,0,10206130,SMAN 1 MUARA,TAPANULI UTARA,,,,,,
2017/2018,15-08-2017,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10209397,SMAN 1 PERBAUNGAN,SERDANG BEDAGAI,,,,,,
2017/2018,15-08-2017,SISTEM INFORMASI (S-1),1,0,0,1,0,10210746,SMA S KARTIKA I,MEDAN,,,,,,
2017/2018,15-08-2017,SISTEM INFORMASI (S-1),1,0,0,1,0,10210853,SMAN 2 MEDAN,MEDAN,,,,,,
2017/2018,16-05-2017,SISTEM INFORMASI (S-1),1,0,1,0,0,10210836,SMA S SUTOMO 2,MEDAN,,,,,,
2017/2018,16-05-2017,AKUNTANSI (S-1),1,1,0,0,0,10204080,SMK DIPONEGORO KISARAN,ASAHAN,,,,,,
2017/2018,16-05-2017,AKUNTANSI (S-1),1,1,0,0,0,10210848,SMA S SUTOMO 1,MEDAN,,,,,,
2017/2018,16-05-2017,SISTEM INFORMASI (S-1),1,0,1,0,0,10210904,SMA S METHODIST 5,MEDAN,,,,,,
2017/2018,16-06-2017,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10202999,SMK S NUSANTARA,ROKAN HILIR,,,,,,
2017/2018,16-06-2017,AKUNTANSI (S-1),1,0,0,0,1,10205378,SMAN 1 KAMPUNG RAKYAT,LABUHAN BATU,,,,,,
2017/2018,16-06-2017,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10000041,SMK METHODIST TANJUNG MORAWA,DELI SERDANG,,,,,,
2017/2018,16-06-2017,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10000015,SMK TELKOM SANDHY PUTRA MEDAN,MEDAN,,,,,,
2017/2018,16-06-2017,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10000053,SMK/SMA METHODIST TANJUNG MORAWA,DELI SERDANG,,,,,,
2017/2018,16-06-2017,SISTEM INFORMASI (S-1),1,1,0,0,0,10211680,SMA KRISTEN KALAM KUDUS,PEMATANG SIANTAR,,,,,,
2017/2018,16-06-2017,SISTEM INFORMASI (S-1),1,1,0,0,0,10210848,SMA S SUTOMO 1,MEDAN,,,,,,
2017/2018,16-06-2017,AKUNTANSI (S-1),1,0,0,1,0,10210904,SMA S METHODIST 5,MEDAN,,,,,,
2017/2018,16-06-2017,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,60403535,SMK S TRITECH INFORMATIKA,MEDAN,,,,,,
2017/2018,16-08-2017,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10211291,SMA AHMAD YANI,BINJAI,,,,,,
2017/2018,16-08-2017,AKUNTANSI (S-1),1,0,0,1,0,10219163,SMUS SERDANG MURNI,DELI SERDANG,,,,,,
2017/2018,16-08-2017,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10257759,SMA PLUS SYAFIATUL AMALIA,MEDAN,,,,,,
2017/2018,16-08-2017,SISTEM INFORMASI (S-1),1,1,0,0,0,10100155,MAS AL WASHLIYAH 24,MEDAN,,,,,,
2017/2018,16-08-2017,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10200577,SMK S SMART,DELI SERDANG,,,,,,
2017/2018,16-08-2017,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10104043,SMAN 1 GUNUNG MERIAH,ACEH SINGKIL,,,,,,
2017/2018,16-08-2017,SISTEM INFORMASI (S-1),1,0,1,0,0,10000009,SMA METHODIST 2 RANTAU PRAPAT,LABUHAN BATU,,,,,,
2017/2018,16-08-2017,SISTEM INFORMASI (S-1),1,0,0,1,0,10204073,SMKN 2 KISARAN,ASAHAN,,,,,,
2017/2018,16-08-2017,AKUNTANSI (S-1),1,0,0,1,0,10210865,SMAN 14 MEDAN,MEDAN,,,,,,
2017/2018,16-08-2017,SISTEM INFORMASI (S-1),1,0,0,1,0,10210860,SMAN 7 MEDAN,MEDAN,,,,,,
2017/2018,16-08-2017,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10210903,SMA S METHODIST 2,MEDAN,,,,,,
2017/2018,16-08-2017,SISTEM INFORMASI (S-1),1,1,0,0,0,10212564,SMK S KAMPUS PADANGSIDIMPUAN,PADANG SIDEMPUAN,,,,,,
2017/2018,17-05-2017,SISTEM INFORMASI (S-1),1,1,0,0,0,10210977,SMKN 6 MEDAN,MEDAN,,,,,,
2017/2018,17-05-2017,SISTEM INFORMASI (S-1),1,1,0,0,0,10210831,SMA S WIYATA DHARMA,MEDAN,,,,,,
2017/2018,17-05-2017,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10211680,SMA KRISTEN KALAM KUDUS,PEMATANG SIANTAR,,,,,,
2017/2018,17-05-2017,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10211711,SMA SULTAN AGUNG,PEMATANG SIANTAR,,,,,,
2017/2018,17-06-2017,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10211291,SMA AHMAD YANI,BINJAI,,,,,,
2017/2018,17-06-2017,AKUNTANSI (S-1),1,1,0,0,0,10211316,SMA METHODIST BINJAI,BINJAI,,,,,,
2017/2018,17-06-2017,SISTEM INFORMASI (S-1),2,0,0,2,0,10202004,SMA METHODIST BERASTAGI,KARO,,,,,,
2017/2018,17-06-2017,MANAJEMEN (S-1),1,0,0,1,0,10202004,SMA METHODIST BERASTAGI,KARO,,,,,,
2017/2018,17-07-2017,SISTEM INFORMASI (S-1),1,1,0,0,0,10210763,SMKN 3 MEDAN,MEDAN,,,,,,
2017/2018,17-07-2017,MANAJEMEN (S-1),1,1,0,0,0,10210917,SMA S TAMANSISWA MEDAN,MEDAN,,,,,,
2017/2018,17-07-2017,AKUNTANSI (S-1),1,1,0,0,0,10210877,SMAN 13 MEDAN,MEDAN,,,,,,
2017/2018,17-07-2017,SISTEM INFORMASI (S-1),1,1,0,0,0,10211587,SMAN 3 TEBING TINGGI,TEBING TINGGI,,,,,,
2017/2018,17-07-2017,MANAJEMEN (S-1),1,1,0,0,0,10219163,SMUS SERDANG MURNI,DELI SERDANG,,,,,,
2017/2018,17-07-2017,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10210848,SMA S SUTOMO 1,MEDAN,,,,,,
2017/2018,17-07-2017,SISTEM INFORMASI (S-1),1,0,1,0,0,10210903,SMA S METHODIST 2,MEDAN,,,,,,
2017/2018,18-05-2017,AKUNTANSI (S-1),1,1,0,0,0,10000008,SMA METHODIST 2 TG. BALAI,TANJUNG BALAI,,,,,,
2017/2018,18-07-2017,SISTEM INFORMASI (S-1),1,1,0,0,0,10220604,SMKN 1 PAHAE JULU,TAPANULI UTARA,,,,,,
2017/2018,18-07-2017,SISTEM INFORMASI (S-1),1,0,0,1,0,10210831,SMA S WIYATA DHARMA,MEDAN,,,,,,
2017/2018,18-07-2017,AKUNTANSI (S-1),1,1,0,0,0,10210831,SMA S WIYATA DHARMA,MEDAN,,,,,,
2017/2018,18-07-2017,SISTEM INFORMASI (S-1),1,0,1,0,0,10210848,SMA S SUTOMO 1,MEDAN,,,,,,
2017/2018,18-07-2017,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10210903,SMA S METHODIST 2,MEDAN,,,,,,
2017/2018,18-07-2017,SISTEM INFORMASI (S-1),1,0,0,1,0,10210903,SMA S METHODIST 2,MEDAN,,,,,,
2017/2018,18-08-2017,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10210733,SMA S KATOLIK BUDI MURNI 2,MEDAN,,,,,,
2017/2018,18-08-2017,SISTEM INFORMASI (S-1),1,0,1,0,0,10210405,MAN 2 MEDAN,MEDAN,,,,,,
2017/2018,18-08-2017,MANAJEMEN (S-1),1,0,0,1,0,10210403,MAN 1 MEDAN,MEDAN,,,,,,
2017/2018,18-08-2017,SISTEM INFORMASI (S-1),1,0,0,1,0,10210879,SMA S SANTO THOMAS 3,MEDAN,,,,,,
2017/2018,18-08-2017,SISTEM INFORMASI (S-1),1,0,0,0,1,10204251,SMA SWADAYA PULAU RAKYAT,ASAHAN,,,,,,
2017/2018,18-08-2017,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10000037,SMA PATRA NUSA,ACEH TAMIANG,,,,,,
2017/2018,18-08-2017,MANAJEMEN (S-1),1,0,0,0,1,10220931,SMA BUDI MURNI 3,MEDAN,,,,,,
2017/2018,18-08-2017,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10214133,SMK S RAKYAT PANCUR BATU,DELI SERDANG,,,,,,
2017/2018,18-08-2017,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10210848,SMA S SUTOMO 1,MEDAN,,,,,,
2017/2018,18-08-2017,AKUNTANSI (S-1),1,0,1,0,0,10210903,SMA S METHODIST 2,MEDAN,,,,,,
2017/2018,18-08-2017,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10400373,SMAN 1 TAPUNG HILIR,KAMPAR,,,,,,
2017/2018,18-08-2017,MANAJEMEN (S-1),1,0,0,1,0,10403416,SMK YAMATU,SIAK,,,,,,
2017/2018,18-08-2017,MANAJEMEN (S-1),1,0,0,1,0,10403249,SMA PERG WAHIDIN BAA,ROKAN HILIR,,,,,,
2017/2018,19-05-2017,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10000047,SMA S METHODIST 3,MEDAN,,,,,,
2017/2018,19-05-2017,MANAJEMEN (S-1),1,1,0,0,0,10000001,SMA F. TANDEAN,TEBING TINGGI,,,,,,
2017/2018,19-05-2017,MANAJEMEN (S-1),1,1,0,0,0,10204069,SMK AMIR HAMZAH,BATU BARA,,,,,,
2017/2018,19-05-2017,AKUNTANSI (S-1),1,1,0,0,0,10210702,SMA S BUDDHIS BODHICITTA,MEDAN,,,,,,
2017/2018,19-06-2017,SISTEM INFORMASI (S-1),1,1,0,0,0,10210738,SMA S KESATRIA,MEDAN,,,,,,
2017/2018,19-06-2017,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10210714,SMA S HANG KESTURI,MEDAN,,,,,,
2017/2018,19-06-2017,SISTEM INFORMASI (S-1),1,1,0,0,0,10000013,SMA METHODIST 5 MEDAN,MEDAN,,,,,,
2017/2018,19-06-2017,SISTEM INFORMASI (S-1),1,0,0,1,0,10000013,SMA METHODIST 5 MEDAN,MEDAN,,,,,,
2017/2018,19-06-2017,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10000037,SMA PATRA NUSA,ACEH TAMIANG,,,,,,
2017/2018,19-06-2017,AKUNTANSI (S-1),1,1,0,0,0,10000038,SMA PANCA KARYA,LANGKAT,,,,,,
2017/2018,19-06-2017,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10211534,SMA IR.H.DJUANDA,TEBING TINGGI,,,,,,
2017/2018,19-06-2017,AKUNTANSI (S-1),1,1,0,0,0,10211293,SMA GAJAH MADA BRAHRANG,BINJAI,,,,,,
2017/2018,19-06-2017,SISTEM INFORMASI (S-1),1,0,0,0,1,10402076,SMAN 1 KATEMAN,INDRAGIRI HILIR,,,,,,
2017/2018,19-06-2017,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10404995,SMKN4 DUMAI,DUMAI,,,,,,
2017/2018,19-06-2017,MANAJEMEN (S-1),1,1,0,0,0,10493781,SMAN 1 SIMPANG KANAN,ROKAN HILIR,,,,,,
2017/2018,19-06-2017,AKUNTANSI (S-1),1,0,0,1,0,60300640,SMAN 3 MERAUKE,MARAUKE,,,,,,
2017/2018,19-06-2017,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,60403540,SMA NASIONAL PLUS CINTA BUDAYA,MEDAN,,,,,,
2017/2018,19-06-2017,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10105273,SMAN 1 SABANG,SABANG,,,,,,
2017/2018,19-06-2017,SISTEM INFORMASI (S-1),1,0,0,1,0,10210903,SMA S METHODIST 2,MEDAN,,,,,,
2017/2018,19-07-2017,SISTEM INFORMASI (S-1),1,0,0,1,0,10000006,SMAN 1 KEJURUAN MUDA,ACEH TAMIANG,,,,,,
2017/2018,19-07-2017,AKUNTANSI (S-1),1,1,0,0,0,10204227,SMA DIPONEGORO KISARAN,ASAHAN,,,,,,
2017/2018,19-07-2017,SISTEM INFORMASI (S-1),1,1,0,0,0,10206133,SMAN 1 PANGARIBUAN,TAPANULI UTARA,,,,,,
2017/2018,19-07-2017,SISTEM INFORMASI (S-1),1,1,0,0,0,10207088,SMAN 1 PADANG BOLAK JULU,TAPANULI SELATAN,,,,,,
2017/2018,19-07-2017,SISTEM INFORMASI (S-1),1,0,1,0,0,10210831,SMA S WIYATA DHARMA,MEDAN,,,,,,
2017/2018,19-07-2017,SISTEM INFORMASI (S-1),1,1,0,0,0,10211224,SMK (SMEA) S IMMANUEL MEDAN,MEDAN,,,,,,
2017/2018,19-07-2017,MANAJEMEN (S-1),1,1,0,0,0,10201991,SMAN 1 TIGAPANAH,KARO,,,,,,
2017/2018,19-07-2017,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,60403535,SMK S TRITECH INFORMATIKA,MEDAN,,,,,,
2017/2018,19-08-2017,SISTEM INFORMASI (S-1),1,1,0,0,0,10210824,SMA S TELADAN MEDAN,MEDAN,,,,,,
2017/2018,19-08-2017,AKUNTANSI (S-1),1,1,0,0,0,10204227,SMA DIPONEGORO KISARAN,ASAHAN,,,,,,
2017/2018,19-08-2017,SISTEM INFORMASI (S-1),1,0,0,1,0,10000001,SMA F. TANDEAN,TEBING TINGGI,,,,,,
2017/2018,19-08-2017,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10101910,SMKN 1 IDI RAYEUK,ACEH TIMUR,,,,,,
2017/2018,19-08-2017,SISTEM INFORMASI (S-1),1,0,0,1,0,10211316,SMA METHODIST BINJAI,BINJAI,,,,,,
2017/2018,19-08-2017,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10212257,SMK S LMC MODEL INDUSTRI,PADANG SIDEMPUAN,,,,,,
2017/2018,19-08-2017,AKUNTANSI (S-1),1,0,0,1,0,10212198,SMA KESUMA INDAH,PADANG SIDEMPUAN,,,,,,
2017/2018,19-08-2017,MANAJEMEN (S-1),1,1,0,0,0,10219163,SMUS SERDANG MURNI,DELI SERDANG,,,,,,
2017/2018,19-08-2017,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10401486,SMKN 1 PASIR PENYU,INDRAGIRI HULU,,,,,,
2017/2018,19-08-2017,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10210858,SMAN 5 MEDAN,MEDAN,,,,,,
2017/2018,19-08-2017,MANAJEMEN (S-1),1,0,0,1,0,10210903,SMA S METHODIST 2,MEDAN,,,,,,
2017/2018,20-05-2017,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10211316,SMA METHODIST BINJAI,BINJAI,,,,,,
2017/2018,20-05-2017,AKUNTANSI (S-1),2,2,0,0,0,10211316,SMA METHODIST BINJAI,BINJAI,,,,,,
2017/2018,20-05-2017,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10211291,SMA AHMAD YANI,BINJAI,,,,,,
2017/2018,20-05-2017,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10211291,SMA AHMAD YANI,BINJAI,,,,,,
2017/2018,20-05-2017,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10211291,SMA AHMAD YANI,BINJAI,,,,,,
2017/2018,20-05-2017,AKUNTANSI (S-1),1,0,0,1,0,10211291,SMA AHMAD YANI,BINJAI,,,,,,
2017/2018,20-05-2017,SISTEM INFORMASI (S-1),1,1,0,0,0,10211534,SMA IR.H.DJUANDA,TEBING TINGGI,,,,,,
2017/2018,20-05-2017,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10000004,SMA TUNAS BARU BABALAN,LANGKAT,,,,,,
2017/2018,20-05-2017,AKUNTANSI (S-1),2,2,0,0,0,10202004,SMA METHODIST BERASTAGI,KARO,,,,,,
2017/2018,20-05-2017,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10210832,SMA S WR SUPRATMAN 2,MEDAN,,,,,,
2017/2018,20-06-2017,AKUNTANSI (S-1),1,1,0,0,0,10210924,SMA S RAKSANA MEDAN,MEDAN,,,,,,
2017/2018,20-06-2017,MANAJEMEN (S-1),1,1,0,0,0,10210805,SMA S AL-HIDAYAH MEDAN,MEDAN,,,,,,
2017/2018,20-06-2017,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10210747,SMA S HARAPAN MANDIRI,MEDAN,,,,,,
2017/2018,20-06-2017,AKUNTANSI (S-1),1,1,0,0,0,10204227,SMA DIPONEGORO KISARAN,ASAHAN,,,,,,
2017/2018,20-06-2017,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10000004,SMA TUNAS BARU BABALAN,LANGKAT,,,,,,
2017/2018,20-06-2017,SISTEM INFORMASI (S-1),1,1,0,0,0,10000005,SMA METHODIST 2 KISARAN,ASAHAN,,,,,,
2017/2018,20-06-2017,SISTEM INFORMASI (S-1),3,3,0,0,0,10000004,SMA TUNAS BARU BABALAN,LANGKAT,,,,,,
2017/2018,20-06-2017,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10211291,SMA AHMAD YANI,BINJAI,,,,,,
2017/2018,20-06-2017,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10212022,SMA SISINGAMANGARAJA,TANJUNG BALAI,,,,,,
2017/2018,20-06-2017,SISTEM INFORMASI (S-1),1,0,0,1,0,10212022,SMA SISINGAMANGARAJA,TANJUNG BALAI,,,,,,
2017/2018,20-06-2017,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10211685,SMA METHODIST PEMATANG SIANTAR,PEMATANG SIANTAR,,,,,,
2017/2018,20-06-2017,SISTEM INFORMASI (S-1),1,0,1,0,0,60403535,SMK S TRITECH INFORMATIKA,MEDAN,,,,,,
2017/2018,20-07-2017,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10211592,SMKN 2 TEBING TINGGI,TEBING TINGGI,,,,,,
2017/2018,20-07-2017,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10000015,SMK TELKOM SANDHY PUTRA MEDAN,MEDAN,,,,,,
2017/2018,20-07-2017,SISTEM INFORMASI (S-1),1,1,0,0,0,10000015,SMK TELKOM SANDHY PUTRA MEDAN,MEDAN,,,,,,
2017/2018,20-07-2017,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10000024,SMK SANDHY PUTRA - 2,MEDAN,,,,,,
2017/2018,20-07-2017,SISTEM INFORMASI (S-1),1,1,0,0,0,10201994,SMAN 1 BERASTAGI,KARO,,,,,,
2017/2018,20-07-2017,SISTEM INFORMASI (S-1),1,1,0,0,0,10210831,SMA S WIYATA DHARMA,MEDAN,,,,,,
